conversation_id,total_mensajes,motivos_no_pago,ofertas_asesor,argumentos_asesor,acuerdo_pago,fecha_compromiso,csat_declarado,score_satisfaccion,tono_cliente,tono_asesor,requiere_escalamiento,resumen_conversacion,modelo_llm
CONV_00000793,22,"['pago_ya_realizado', 'disputa_saldo_o_cobro']",[],[],0,,,0,indignado,neutral,True,"El cliente contacta para validar su caso pero reacciona con indignación ante la gestión de cobranza. Argumenta que ya realizó el pago y niega tener relación con la deuda, solicitando que dejen de contactarlo. La conversación finaliza sin resolución debido a la negativa del cliente a proporcionar datos de validación.",gemini-3.1-flash-lite
CONV_00000794,27,['falta_liquidez'],['fraccionamiento'],['empatia_y_apoyo'],1,26/07/2026,,90,colaborativo,empatico,False,"El cliente solicita un acuerdo de pago para normalizar su deuda, pero manifiesta falta de liquidez inmediata. Tras negociar, se compromete a realizar un abono el 26 de julio y acuerda ser contactado el 1 de agosto para evaluar una refinanciación.",gemini-3.1-flash-lite
CONV_00000795,132,['disputa_saldo_o_cobro'],['fraccionamiento'],['evitar_reporte'],1,15 días,,0,indignado,presionador,True,"El cliente contacta para validar su caso y reporta una oferta de pago recibida telefónicamente que el asesor niega. Existe una fuerte discrepancia sobre los términos ofrecidos y la veracidad de la gestión previa, lo que genera frustración en el cliente. Finalmente, el cliente propone un pago a 15 días mientras el asesor escala el caso para validación.",gemini-3.1-flash-lite
CONV_00000796,38,"['pago_ya_realizado', 'disputa_saldo_o_cobro']",['extension_plazo'],['evitar_reporte'],0,,,0,indignado,presionador,True,"El cliente contacta al banco para validar su estado de cuenta y afirma haber realizado un pago previo. Existe una disputa sobre la mora generada y el saldo pendiente, lo que resulta en una experiencia negativa para el cliente.",gemini-3.1-flash-lite
CONV_00000797,26,['desconexion_o_rebote'],[],[],0,,,60,neutral,neutral,False,"El cliente contactó para validar saldos de sus obligaciones. Aunque mostró intención de pago para una de ellas, la conversación se cortó antes de concretar un acuerdo formal para ambas deudas.",gemini-3.1-flash-lite
CONV_00000798,24,['disputa_saldo_o_cobro'],[],[],0,,,0,frustrado,neutral,True,"El cliente contacta al banco para validar su estado de cuenta y manifiesta una inconformidad con el valor de la cuota de su crédito de vehículo. El asesor intenta explicar la estructura de la cuota, pero el cliente insiste en que hubo falta de información previa, por lo que se deriva el caso a un área de conciliación.",gemini-3.1-flash-lite
CONV_00000799,46,['falta_liquidez'],['extension_plazo'],"['evitar_reporte', 'evitar_gastos']",0,,,60,neutral,presionador,False,"El cliente contacta para validar su estado de cuenta y consultar alternativas de pago debido a una disminución en sus ingresos. El asesor ofrece una extensión de plazo, pero el cliente la rechaza por falta de claridad en las condiciones y prefiere pagar los intereses de mora por su cuenta. La conversación finaliza sin un acuerdo de pago concreto.",gemini-3.1-flash-lite
CONV_00000800,28,['consulta_o_tramite'],['derivacion_reclamos'],['evitar_reporte'],1,15 de agosto,,80,colaborativo,presionador,False,"El cliente contacta para validar su caso y manifiesta que su fecha de pago no coincide con su fecha de corte. Tras negociar, el cliente se compromete a realizar un abono de 300 mil y el resto hacia el 15 de agosto.",gemini-3.1-flash-lite
CONV_00000801,57,['desempleo'],"['fraccionamiento', 'extension_plazo']",['empatia_y_apoyo'],1,septiembre 5,,100,colaborativo,empatico,False,"El cliente contacta al banco para normalizar su deuda debido a su situación de desempleo. Tras negociar, se acuerda un traslado de cuotas y el pago de un saldo pendiente para septiembre, proceso que el cliente acepta formalmente.",gemini-3.1-flash-lite
CONV_00000802,21,['desconexion_o_rebote'],[],[],1,30 y 31,7.0,100,colaborativo,neutral,False,"El cliente inicia solicitando validar su caso pero muestra desconfianza inicial sobre la identidad del asesor. Posteriormente, manifiesta su intención de pago para cuotas de Visa, Máster y Persona_00000108 los días 30 y 31. El asesor no concreta el acuerdo debido a la falta de validación de seguridad y redirige al cliente a la línea telefónica.",ollama/gemma4:31b-cloud
CONV_00000803,56,['emergencia_familiar'],['fraccionamiento'],"['evitar_reporte', 'evitar_gastos', 'empatia_y_apoyo']",1,día 20 y día 5,7.0,100,colaborativo,empatico,False,Cliente presenta mora en crédito personal y tarjeta debido a pérdidas económicas por inundaciones en su zona. El asesor no puede otorgar alivio financiero pero acepta abonos parciales. El cliente se compromete a pagar la tarjeta el día 20 y abonar al crédito el día 5.,ollama/gemma4:31b-cloud
CONV_00000804,22,['pago_ya_realizado'],[],[],0,,,70,colaborativo,neutral,True,"El cliente es contactado por mora en sus productos bancarios. Tras validar su identidad, el cliente informa que ya realizó el pago total de la deuda. El asesor confirma que el pago está en proceso de aplicación y el producto se encuentra al día.",gemini-3.1-flash-lite
CONV_00000805,44,"['pago_ya_realizado', 'disputa_saldo_o_cobro']",[],[],0,,,0,indignado,ineficaz,True,"El cliente contacta al banco para aclarar una supuesta mora, demostrando con comprobantes que ya realizó el pago. El asesor no resuelve el problema técnico de fondo y deriva al cliente a atención al usuario, generando alta insatisfacción.",gemini-3.1-flash-lite
CONV_00000806,34,['desempleo'],[],['evitar_reporte'],0,,,40,neutral,neutral,False,"La cliente contacta para validar su crédito de libranza y explica que su mora se debe a un periodo previo de desempleo. El asesor informa que no es posible realizar una renegociación debido a restricciones del convenio y antecedentes de incumplimiento, finalizando la gestión sin un acuerdo de pago concreto.",gemini-3.1-flash-lite
CONV_00000807,44,"['disputa_saldo_o_cobro', 'pago_ya_realizado']",[],['evitar_reporte'],0,,,0,indignado,ineficaz,True,"El cliente contacta al banco para aclarar una mora que considera inexistente tras haber realizado sus pagos. A pesar de enviar comprobantes, el asesor insiste en la existencia de una cuota que el cliente niega, resultando en una falta de resolución y frustración total del usuario.",gemini-3.1-flash-lite
CONV_00000808,40,['disputa_saldo_o_cobro'],[],[],0,,0.0,0,indignado,ineficaz,True,"El cliente contacta al banco para disputar un cobro adicional que no reconoce en su extracto. Tras una discusión sobre la validez del pago, el asesor escala el caso con un supervisor para revisar cargos de otro deudor. La experiencia final del cliente es altamente negativa, calificando el servicio con el puntaje más bajo.",gemini-3.1-flash-lite
CONV_00000809,26,"['desempleo', 'disputa_saldo_o_cobro']",['derivacion_reclamos'],['empatia_y_apoyo'],0,,,10,frustrado,empatico,True,"El cliente contacta al banco por mora en su crédito, argumentando desempleo y dudas sobre la aplicación de su seguro de cuota protegida. El asesor lo orienta a contactar a la aseguradora y aclara el monto del desembolso, pero el cliente mantiene dudas sobre las condiciones iniciales del préstamo.",gemini-3.1-flash-lite
CONV_00000810,20,['desempleo'],[],['evitar_reporte'],0,30,,40,neutral,presionador,False,El cliente contacta para validar su caso de mora. Manifiesta que no puede pagar el monto total debido a que acaba de iniciar un nuevo empleo. El asesor informa que no es posible aplicar un nuevo acuerdo de pago y finaliza la gestión sin compromiso formal.,gemini-3.1-flash-lite
CONV_00000811,22,['desconexion_o_rebote'],['refinanciacion'],[],0,,,70,neutral,neutral,False,"El cliente contacta para realizar un pago tras recibir una notificación de normalización de deuda. El asesor presenta una propuesta de pago, pero el cliente no confirma una fecha específica y la conversación finaliza sin acuerdo. El cliente manifiesta desconocimiento previo sobre el proceso.",gemini-3.1-flash-lite
CONV_00000812,25,['consulta_o_tramite'],[],[],0,,,40,neutral,neutral,True,El cliente contacta al banco para verificar el estado de un acuerdo de pago realizado previamente. El asesor informa que el comité aún no ha dado respuesta y sugiere esperar hasta el día siguiente. El caso requiere escalamiento para verificar el estado real del trámite pendiente.,gemini-3.1-flash-lite
CONV_00000813,41,['consulta_o_tramite'],[],['empatia_y_apoyo'],0,,,0,frustrado,ineficaz,True,"El cliente intenta pagar su obligación pero presenta fallas técnicas en los canales digitales y limitaciones de horario para asistir a oficinas físicas. A pesar de su disposición, el asesor no logra resolver el error técnico ni ofrecer una alternativa viable, dejando el caso sin resolución.",gemini-3.1-flash-lite
CONV_00000814,37,['desempleo'],['extension_plazo'],['evitar_reporte'],1,septiembre,,90,colaborativo,neutral,False,"El cliente contacta al banco debido a una mora de 13 días, manifestando que no puede pagar por encontrarse desempleado. Tras solicitar una alternativa, el asesor ofrece un periodo de gracia de 3 meses, el cual el cliente acepta formalmente para retomar pagos en septiembre.",gemini-3.1-flash-lite
CONV_00000815,28,['disputa_saldo_o_cobro'],[],[],0,,,0,frustrado,ineficaz,True,"La cliente contacta para aclarar una inconsistencia en su crédito de libranza, alegando que ya realizó pagos superiores a la cuota. El asesor ignora la explicación inicial y solicita datos repetidamente, generando frustración en la cliente. Finalmente, el asesor confirma que los pagos ya se ven reflejados en el sistema sin ofrecer una solución clara a la disputa.",gemini-3.1-flash-lite
CONV_00000816,40,['emergencia_familiar'],['refinanciacion'],['empatia_y_apoyo'],0,,,80,colaborativo,empatico,False,"El cliente contacta al banco para informar sobre la imposibilidad de pago debido al fallecimiento de su hijo. Se gestiona una solicitud de traslado de tres cuotas, la cual queda pendiente de aprobación por parte del comité del banco.",gemini-3.1-flash-lite
CONV_00000817,24,['disputa_saldo_o_cobro'],[],[],0,,,0,frustrado,ineficaz,True,El cliente contacta al banco para validar una deuda que desconoce totalmente. El asesor no logra resolver la duda debido a problemas con la validación de datos y el cliente finaliza la interacción sin obtener respuestas claras.,gemini-3.1-flash-lite
CONV_00000818,34,['falta_liquidez'],[],['evitar_reporte'],1,22/07,,80,colaborativo,presionador,False,"El cliente presenta mora en su crédito de vehículo debido a un retraso en su consignación salarial. Tras negociar, el cliente acepta realizar el pago el día 22/07 a través de PSE para evitar reportes negativos.",gemini-3.1-flash-lite
CONV_00000819,55,['disputa_saldo_o_cobro'],['derivacion_reclamos'],['empatia_y_apoyo'],0,,,0,indignado,empatico,True,"El cliente contacta al banco para aclarar una deuda, pero descubre que existe un error administrativo en la unificación de sus tarjetas de crédito. Ante la imposibilidad de pagar por canales digitales y el riesgo de reporte negativo, el cliente manifiesta su intención de acudir al Defensor del Consumidor Financiero.",gemini-3.1-flash-lite
CONV_00000820,23,['disputa_saldo_o_cobro'],['extension_plazo'],[],0,,,0,frustrado,neutral,True,"El banco ofrece una extensión de plazo para el pago de cuotas, pero el cliente rechaza la oferta debido a una discrepancia en el saldo. El cliente afirma que existe un error en la facturación de la cuota y proporciona un número de radicado previo para su validación.",gemini-3.1-flash-lite
CONV_00000821,24,['disputa_saldo_o_cobro'],['extension_plazo'],['empatia_y_apoyo'],0,,0.0,0,evasivo,neutral,True,"El banco contacta al cliente para ofrecer una reestructuración de crédito, pero el cliente niega tener la obligación mencionada. Ante la solicitud de validación de datos, el cliente se niega por motivos de seguridad y finaliza la interacción con una calificación de servicio negativa.",gemini-3.1-flash-lite
CONV_00000822,37,['disputa_saldo_o_cobro'],['refinanciacion'],['empatia_y_apoyo'],0,,,0,frustrado,neutral,True,"El cliente contacta para conocer el estado de su deuda pero entra en disputa al notar discrepancias entre el saldo informado por el asesor y sus extractos. El asesor intenta ofrecer una refinanciación, pero el cliente se niega a avanzar hasta que se aclare la realidad de la deuda.",gemini-3.1-flash-lite
CONV_00000823,64,['consulta_o_tramite'],['refinanciacion'],['empatia_y_apoyo'],0,,7.0,100,frustrado,ineficaz,True,"El cliente contacta al banco por una oferta de refinanciación recibida, pero el asesor indica que su cartera está gestionada por un tercero y no puede aplicar la oferta. El cliente queda sin solución clara, manifestando frustración por la falta de alineación entre los canales de comunicación del banco.",gemini-3.1-flash-lite
CONV_00000824,59,['falta_liquidez'],"['refinanciacion', 'fraccionamiento']","['evitar_reporte', 'evitar_gastos']",1,30 de este mes,,90,colaborativo,neutral,False,"El cliente contacta para normalizar su crédito tras un cambio en su modalidad de empleo. Tras discutir opciones de refinanciación y plazos, el cliente acepta un compromiso de pago por el total adeudado para el día 30 del mes en curso.",gemini-3.1-flash-lite
CONV_00000825,27,['consulta_o_tramite'],['refinanciacion'],[],0,,,40,neutral,ineficaz,False,"El cliente contacta al banco para consultar el detalle de sus saldos vencidos. Tras proporcionar sus datos, el asesor informa los montos adeudados pero la comunicación se interrumpe sin concretar un acuerdo de pago.",gemini-3.1-flash-lite
